CM,KT,TH,ZC,estado,lat,lon,municipio,KT_nome,TH_nome,CM_nome
54.0,5.0,3.0,6801.0,Parana,-26.094369363787937,-53.344982488759115,Manfrinopolis,Cfa,B3,ST-SB
44.0,6.0,3.0,6901.0,Parana,-26.035157598684204,-52.20586538124442,Mangueirinha,Cfb,B3,TE-SB
54.0,5.0,5.0,7801.0,Parana,-24.48692577063386,-51.638267079979755,Manoel Ribas,Cfa,B1,ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.585291492177575,-54.150694037921355,Marechal Candido Rondon,Cfa,B1,ST-SB
54.0,5.0,6.0,7701.0,Parana,-23.57929657937785,-53.22237552590622,Maria Helena,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.530131213824934,-51.86713704867715,Marialva,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.77323079990573,-51.283269047771334,Marilandia Do Sul,Cfa,B1,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.736959710822706,-53.060596257586916,Marilena,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-24.052468721013547,-53.20679291796121,Mariluz,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.400879341956127,-51.96739221863119,Maringa,Cfa,B1,ST-SB
44.0,6.0,3.0,6901.0,Parana,-26.335672121794623,-52.58015015774385,Mariopolis,Cfb,B3,TE-SB
54.0,5.0,5.0,7701.0,Parana,-24.439303014136467,-53.78067151397738,Maripa,Cfa,B1,ST-SB
54.0,5.0,3.0,6901.0,Parana,-26.24450416566554,-53.09193229139415,Marmeleiro,Cfa,B3,ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.099620590534784,-52.25222848589147,Marquinho,Cfa,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.7536461918489,-51.658815542874386,Marumbi,Cfa,B1,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.3594157022168,-53.904452834715755,Matelandia,Cfa,B2,ST-SB
54.0,5.0,1.0,7901.0,Parana,-25.76177431490732,-48.55481869985952,Matinhos,Cfa,A (Superúmido),ST-SB
54.0,5.0,4.0,6801.0,Parana,-24.701299505922073,-52.21256980760981,Mato Rico,Cfa,B2,ST-SB
54.0,6.0,4.0,6801.0,Parana,-23.912914677264254,-51.17733055702496,Maua Da Serra,Cfb,B2,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.260852840271284,-54.10126903517666,Medianeira,Cfa,B2,ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.43378073869086,-54.184457909671835,Mercedes,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.200720207232642,-52.74493820875961,Mirador,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-22.974144182667864,-51.48390307319446,Miraselva,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.09612674723077,-54.22922798997401,Missal,Cfa,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.02490395449478,-53.00120928509419,Moreira Sales,Cfa,B1,ST-SB
54.0,5.0,1.0,6901.0,Parana,-25.517045397372264,-48.856058541122096,Morretes,Cfa,A (Superúmido),ST-SB
54.0,5.0,6.0,7701.0,Parana,-23.12935613590586,-51.73403487776526,Munhoz De Melo,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-22.913106945817784,-51.79893624586849,Nossa Senhora Das Gracas,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.167522127072218,-52.60991416650728,Nova Alianca Do Ivai,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.343713415407777,-50.704957380369244,Nova America Da Colina,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.504283796912453,-53.27363104247399,Nova Aurora,Cfa,B1,ST-SB
54.0,5.0,4.0,6801.0,Parana,-24.655447895648656,-52.55066159387097,Nova Cantu,Cfa,B2,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.190904910795005,-52.25011152374658,Nova Esperanca,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.899036695532132,-53.257439359745284,Nova Esperanca Do Sudoeste,Cfa,B3,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.417153298812757,-50.537751187110075,Nova Fatima,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.220735121650794,-52.55955539208397,Nova Laranjeiras,Cfa,B2,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.786930964782222,-52.95338083910168,Nova Londrina,BSh,C2 (Subúmido),TR-SB
54.0,5.0,6.0,7601.0,Parana,-23.42644826561626,-53.07101236571054,Nova Olimpia,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.587929260982623,-53.37811626260654,Nova Prata Do Iguacu,Cfa,B2,ST-SB
54.0,5.0,5.0,6701.0,Parana,-23.592500755408132,-50.74083817896855,Nova Santa Barbara,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.43955563896095,-53.958056310301075,Nova Santa Rosa,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.461044599608684,-51.94398751899757,Nova Tebas,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.781411069667147,-51.53164841816389,Novo Itacolomi,Cfa,B1,ST-SB
54.0,5.0,5.0,6701.0,Parana,-24.13419426337839,-50.947619719742086,Ortigueira,Cfa,B1,ST-SB
54.0,5.0,5.0,7601.0,Parana,-23.45939127210443,-52.23049544494426,Ourizona,Cfa,B1,ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.79322336928487,-53.90932111558325,Ouro Verde Do Oeste,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.46475420819482,-52.12202800418941,Paicandu,Cfa,B1,ST-SB
44.0,6.0,3.0,5901.0,Parana,-26.449822266604603,-51.81308526077404,Palmas,Cfb,B3,TE-SB
44.0,6.0,4.0,6801.0,Parana,-25.44309031941617,-50.05822028599283,Palmeira,Cfb,B2,TE-SB
54.0,5.0,4.0,6801.0,Parana,-24.853803960657018,-52.244498974635306,Palmital,Cfa,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.26718374510919,-53.82210298381134,Palotina,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.264780299179108,-52.634749555053844,Paraiso Do Norte,Cfa,C2 (Subúmido),ST-SB
64.0,3.0,6.0,7601.0,Parana,-22.8484550638577,-52.14535788336986,Paranacity,BSh,C2 (Subúmido),TR-SB
54.0,5.0,1.0,7901.0,Parana,-25.546487699717957,-48.55301161799714,Paranagua,Cfa,A (Superúmido),ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.661792182821618,-52.10143689611362,Paranapoema,BSh,C2 (Subúmido),TR-SB
54.0,5.0,6.0,7601.0,Parana,-22.920556414665786,-52.510188523484594,Paranavai,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.63161749449615,-54.25629099840873,Pato Bragado,Cfa,B1,ST-SB
54.0,5.0,3.0,6801.0,Parana,-26.168623772699082,-52.66268303083581,Pato Branco,Cfa,B3,ST-SB
44.0,6.0,3.0,6801.0,Parana,-26.176866231155486,-50.86071953630849,Paula Freitas,Cfb,B3,TE-SB
44.0,6.0,3.0,6801.0,Parana,-26.060665000967415,-50.74847405055909,Paulo Frontin,Cfb,B3,TE-SB
54.0,5.0,5.0,7701.0,Parana,-23.931813439900903,-52.32679352414165,Peabiru,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.919218391813576,-53.366851000209664,Perobal,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.831858700728027,-53.70547739768763,Perola,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.845756098592204,-53.75397071849756,Perola D'oeste,Cfa,B2,ST-SB
44.0,6.0,3.0,6801.0,Parana,-26.089544698335953,-49.4512739228251,Pien,Cfb,B3,TE-SB
54.0,5.0,3.0,6801.0,Parana,-25.41810746419702,-49.15716946310438,Pinhais,Cfa,B3,ST-SB
54.0,5.0,3.0,6801.0,Parana,-26.015339210697725,-53.47763641045995,Pinhal De Sao Bento,Cfa,B3,ST-SB
54.0,5.0,5.0,6601.0,Parana,-23.90939202013587,-50.06719973609403,Pinhalao,Cfa,B1,ST-SB
44.0,6.0,3.0,6901.0,Parana,-25.785003106861954,-51.63167140739613,Pinhao,Cfb,B3,TE-SB
44.0,6.0,4.0,6801.0,Parana,-24.46959895319243,-49.93751915349563,Pirai Do Sul,Cfb,B2,TE-SB
54.0,6.0,2.0,6901.0,Parana,-25.470954816598457,-49.05434338153044,Piraquara,Cfb,B4,ST-SB
54.0,6.0,4.0,6801.0,Parana,-24.689922365384472,-51.779680861566696,Pitanga,Cfb,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.208834484496908,-51.57186440901566,Pitangueiras,Cfa,B1,ST-SB
64.0,5.0,6.0,7501.0,Parana,-23.090247074194618,-52.934461499397365,Planaltina Do Parana,Cfa,C2 (Subúmido),TR-SB
54.0,5.0,4.0,7801.0,Parana,-25.733804688042632,-53.70992372086066,Planalto,Cfa,B2,ST-SB
54.0,6.0,4.0,6801.0,Parana,-25.140505539609578,-50.08311736062514,Ponta Grossa,Cfb,B2,ST-SB
54.0,5.0,1.0,7901.0,Parana,-25.639381825594967,-48.47586419191938,Pontal Do Parana,Cfa,A (Superúmido),ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.74204378665904,-51.409655133591265,Porecatu,BSh,C2 (Subúmido),TR-SB
44.0,6.0,4.0,6801.0,Parana,-25.530174385653716,-49.89729738900273,Porto Amazonas,Cfb,B2,TE-SB
54.0,5.0,4.0,6801.0,Parana,-25.58314521838751,-52.3821124813732,Porto Barreiro,Cfa,B2,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.831424015631228,-53.3131895997101,Porto Rico,BSh,C2 (Subúmido),TR-SB
44.0,6.0,3.0,6801.0,Parana,-26.2282204236813,-51.22625945072554,Porto Vitoria,Cfb,B3,TE-SB
54.0,5.0,6.0,7601.0,Parana,-23.030519534139497,-51.40307244001605,Prado Ferreira,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.966186090393087,-53.72135461667047,Pranchita,Cfa,B3,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.263307703104253,-52.14863990106673,Presidente Castelo Branco,Cfa,C2 (Subúmido),ST-SB
64.0,3.0,6.0,7601.0,Parana,-22.860001647196498,-51.07371208373892,Primeiro De Maio,BSh,C2 (Subúmido),TR-SB
54.0,5.0,4.0,6801.0,Parana,-25.12499531411195,-51.10372556216052,Prudentopolis,Cfa,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.29753466819947,-53.138625465101605,Quarto Centenario,Cfa,B1,ST-SB
54.0,5.0,5.0,7601.0,Parana,-23.563836946442464,-49.930402374188965,Quatigua,Cfa,B1,ST-SB
54.0,6.0,2.0,6901.0,Parana,-25.367609273298886,-48.994329346551844,Quatro Barras,Cfb,B4,ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.525980509247347,-54.005526901740545,Quatro Pontes,Cfa,B1,ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.457045365667675,-52.954396749111496,Quedas Do Iguacu,Cfa,B2,ST-SB
64.0,3.0,6.0,7601.0,Parana,-23.043844667086166,-53.52088768389069,Querencia Do Norte,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-23.82936319049485,-52.13949894940819,Quinta Do Sol,Cfa,B1,ST-SB
44.0,6.0,4.0,6701.0,Parana,-25.913638675265958,-49.484390584850715,Quitandinha,Cfb,B2,TE-SB
54.0,5.0,4.0,7801.0,Parana,-25.097062397180764,-54.05274108086283,Ramilandia,Cfa,B2,ST-SB
64.0,3.0,6.0,7601.0,Parana,-23.08023464959631,-50.91842653893256,Rancho Alegre,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-24.28907245155756,-52.9562729130635,Rancho Alegre D'oeste,Cfa,B1,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.673715600258053,-53.54309234604139,Realeza,Cfa,B2,ST-SB
44.0,6.0,4.0,6801.0,Parana,-25.658081064186206,-50.62003055044363,Reboucas,Cfb,B2,TE-SB
54.0,5.0,3.0,6901.0,Parana,-26.227370888709224,-52.94667745549328,Renascenca,Cfa,B3,ST-SB
54.0,5.0,4.0,6801.0,Parana,-24.599126812734458,-50.959776259838875,Reserva,Cfa,B2,ST-SB
44.0,6.0,3.0,6901.0,Parana,-25.867306614686676,-51.963018151145974,Reserva Do Iguacu,Cfb,B3,TE-SB
54.0,5.0,6.0,7701.0,Parana,-23.26086575001164,-49.762329515578074,Ribeirao Claro,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.447463716656888,-50.374037784553956,Ribeirao Do Pinhal,Cfa,C2 (Subúmido),ST-SB
44.0,6.0,3.0,6801.0,Parana,-25.720354164941973,-50.79118544748317,Rio Azul,Cfb,B3,TE-SB
54.0,5.0,5.0,7701.0,Parana,-23.797083537009733,-51.4330149079403,Rio Bom,Cfa,B1,ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.543758991009003,-52.603953642498695,Rio Bonito Do Iguacu,Cfa,B2,ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.344056926906436,-51.358583502281355,Rio Branco Do Ivai,Cfa,B1,ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.07782133709918,-49.344376510422364,Rio Branco Do Sul,Cfa,B2,ST-SB
44.0,6.0,4.0,6701.0,Parana,-26.094222424621908,-49.68313372583854,Rio Negro,Cfb,B2,TE-SB
54.0,5.0,5.0,7701.0,Parana,-23.271902903337743,-51.40876480448376,Rolandia,Cfa,B1,ST-SB
54.0,5.0,4.0,6801.0,Parana,-24.56338129106926,-52.250646598762614,Roncador,Cfa,B2,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.476729204392427,-52.803108093818196,Rondon,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-24.320716967977884,-51.20817571769462,Rosario Do Ivai,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.348321382929853,-51.58401885455373,Sabaudia,Cfa,B1,ST-SB
54.0,5.0,3.0,6801.0,Parana,-26.137588968064023,-53.41757943599072,Salgado Filho,Cfa,B3,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.629888612778124,-49.682244020824996,Salto Do Itarare,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.7741254516288,-53.28832600772932,Salto Do Lontra,Cfa,B3,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.25860039913739,-50.40782832748469,Santa Amelia,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.54366571159624,-50.799175490827515,Santa Cecilia Do Pavao,Cfa,B1,ST-SB
64.0,3.0,6.0,7601.0,Parana,-23.083611141379173,-53.36164046126351,Santa Cruz De Monte Castelo,BSh,C2 (Subúmido),TR-SB
54.0,5.0,6.0,7601.0,Parana,-23.06260288980161,-51.83845313814598,Santa Fe,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.88787209717956,-54.30647140025694,Santa Helena,Cfa,B1,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.693337529117052,-51.89839288012455,Santa Ines,BSh,C2 (Subúmido),TR-SB
64.0,3.0,6.0,7501.0,Parana,-23.11395944789957,-53.2398309922572,Santa Isabel Do Ivai,BSh,C2 (Subúmido),TR-SB
54.0,5.0,3.0,6801.0,Parana,-25.78303802142883,-53.422641471339126,Santa Izabel Do Oeste,Cfa,B3,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.395224340876347,-53.56851359452268,Santa Lucia,Cfa,B2,ST-SB
44.0,6.0,4.0,6801.0,Parana,-24.90969055099969,-51.92656233036067,Santa Maria Do Oeste,Cfb,B2,TE-SB
64.0,3.0,6.0,7501.0,Parana,-23.059346863332635,-50.53848262791588,Santa Mariana,BSh,C2 (Subúmido),TR-SB
64.0,3.0,6.0,7501.0,Parana,-23.153442150316035,-53.108627572498165,Santa Monica,BSh,C2 (Subúmido),TR-SB
54.0,5.0,4.0,6801.0,Parana,-25.035426994520336,-53.611016821859565,Santa Tereza Do Oeste,Cfa,B2,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.4526097157692,-54.43369171644267,Santa Terezinha De Itaipu,Cfa,B2,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.75050041166362,-49.63213255955084,Santana Do Itarare,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7701.0,Parana,-23.295944353387732,-50.08524120824117,Santo Antonio Da Platina,Cfa,C2 (Subúmido),ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.698462529685358,-52.35565282368566,Santo Antonio Do Caiua,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-23.580000866124262,-50.62998139401337,Santo Antonio Do Paraiso,Cfa,B1,ST-SB
54.0,5.0,3.0,6801.0,Parana,-26.065355807832184,-53.62971479622245,Santo Antonio Do Sudoeste,Cfa,B3,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.72168179587655,-51.804817372484294,Santo Inacio,BSh,C2 (Subúmido),TR-SB
54.0,5.0,6.0,7601.0,Parana,-23.339138654729133,-52.4817906858197,Sao Carlos Do Ivai,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,6701.0,Parana,-23.715965493472723,-50.777872359461234,Sao Jeronimo Da Serra,Cfa,B1,ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.775951847902615,-52.79452260530743,Sao Joao,Cfa,B3,ST-SB
54.0,5.0,6.0,7601.0,Parana,-22.837658650058252,-52.32987645335488,Sao Joao Do Caiua,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.99210452215412,-51.846985596540335,Sao Joao Do Ivai,Cfa,B1,ST-SB
44.0,6.0,4.0,6801.0,Parana,-25.670168040596426,-50.285864632636795,Sao Joao Do Triunfo,Cfb,B2,TE-SB
54.0,5.0,3.0,6801.0,Parana,-25.654803145192535,-52.93954532135068,Sao Jorge D'oeste,Cfa,B3,ST-SB
54.0,5.0,5.0,7601.0,Parana,-23.43480987836494,-52.31735769633558,Sao Jorge Do Ivai,Cfa,B1,ST-SB
54.0,5.0,6.0,7701.0,Parana,-23.74861790335334,-53.89985293132861,Sao Jorge Do Patrocinio,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.95852479199931,-49.671991597627326,Sao Jose Da Boa Vista,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.816020688950353,-54.11798691404925,Sao Jose Das Palmeiras,Cfa,B1,ST-SB
44.0,6.0,3.0,6801.0,Parana,-25.660475165852887,-49.092476254095374,Sao Jose Dos Pinhais,Cfb,B3,TE-SB
54.0,5.0,6.0,7601.0,Parana,-23.3693611228735,-52.611246200693735,Sao Manoel Do Parana,Cfa,C2 (Subúmido),ST-SB
44.0,6.0,3.0,6801.0,Parana,-25.90777617385249,-50.44115649031188,Sao Mateus Do Sul,Cfb,B3,TE-SB
54.0,5.0,4.0,7801.0,Parana,-25.3868590341173,-54.26163696846737,Sao Miguel Do Iguacu,Cfa,B2,ST-SB
54.0,5.0,4.0,7801.0,Parana,-24.904349570490723,-53.899024208571134,Sao Pedro Do Iguacu,Cfa,B2,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.84510059937271,-51.87137647346318,Sao Pedro Do Ivai,Cfa,B1,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.778011586176046,-53.175672134491116,Sao Pedro Do Parana,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-23.454030551959754,-50.72081392507806,Sao Sebastiao Da Amoreira,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.523979096503357,-52.53880355899493,Sao Tome,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.874526486577036,-50.60501593555065,Sapopema,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.46780943637595,-51.86637369572907,Sarandi,Cfa,B1,ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.711621020441036,-52.603657284585225,Saudade Do Iguacu,Cfa,B3,ST-SB
54.0,6.0,4.0,6701.0,Parana,-24.243798203175746,-49.45147026338576,Senges,Cfb,B2,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.476349822609176,-54.02715854766202,Serranopolis Do Iguacu,Cfa,B2,ST-SB
64.0,3.0,6.0,7601.0,Parana,-22.932111591312793,-50.876599523484735,Sertaneja,BSh,C2 (Subúmido),TR-SB
64.0,3.0,6.0,7601.0,Parana,-23.056145642907776,-51.07199832275533,Sertanopolis,BSh,C2 (Subúmido),TR-SB
54.0,5.0,6.0,7601.0,Parana,-23.638949645592746,-49.79285151440344,Siqueira Campos,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.686156102507002,-52.72317248107695,Sulina,Cfa,B3,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.82616787822466,-51.06719760072564,Tamarana,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.197883068902147,-52.483015303708676,Tamboara,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.65873852985424,-52.89013560193422,Tapejara,Cfa,B1,ST-SB
64.0,5.0,6.0,7601.0,Parana,-23.32828523913331,-53.13272899392363,Tapira,Cfa,C2 (Subúmido),TR-SB
54.0,6.0,4.0,6801.0,Parana,-25.311466654209852,-50.4091132044531,Teixeira Soares,Cfb,B2,ST-SB
54.0,5.0,5.0,6701.0,Parana,-24.249261528444833,-50.52175309124836,Telemaco Borba,Cfa,B1,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.69730663022491,-52.387770186391464,Terra Boa,Cfa,B1,ST-SB
64.0,3.0,6.0,7501.0,Parana,-22.729180798688702,-52.6810318567809,Terra Rica,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,7701.0,Parana,-24.20989779083613,-54.057150834551344,Terra Roxa,Cfa,B1,ST-SB
54.0,6.0,4.0,6801.0,Parana,-24.65555107784756,-50.467707598132314,Tibagi,Cfb,B2,ST-SB
44.0,6.0,2.0,6801.0,Parana,-25.900266419823748,-49.111387518021694,Tijucas Do Sul,Cfb,B4,TE-SB
54.0,5.0,5.0,7701.0,Parana,-24.704350204959365,-53.7776580318869,Toledo,Cfa,B1,ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.726051167211565,-49.96285189736774,Tomazina,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,4.0,6801.0,Parana,-25.437826343955276,-53.22389947455113,Tres Barras Do Parana,Cfa,B2,ST-SB
54.0,6.0,3.0,6801.0,Parana,-24.949997793724695,-48.90113675807656,Tunas Do Parana,Cfb,B3,ST-SB
54.0,5.0,5.0,7701.0,Parana,-23.87911913971659,-52.84366555131208,Tuneiras Do Oeste,Cfa,B1,ST-SB
54.0,5.0,5.0,7801.0,Parana,-24.648382555539794,-53.508988229662094,Tupassi,Cfa,B1,ST-SB
44.0,6.0,3.0,6801.0,Parana,-25.014352714939825,-51.48041025127655,Turvo,Cfb,B3,TE-SB
54.0,5.0,5.0,7801.0,Parana,-24.50464216591681,-53.02088392266619,Ubirata,Cfa,B1,ST-SB
54.0,5.0,6.0,7701.0,Parana,-23.6758877306101,-53.41441613241033,Umuarama,Cfa,C2 (Subúmido),ST-SB
44.0,6.0,3.0,6801.0,Parana,-26.110634438719384,-51.07552810501042,Uniao Da Vitoria,Cfb,B3,TE-SB
54.0,5.0,6.0,7601.0,Parana,-23.06728029938776,-52.10975636558037,Uniflor,Cfa,C2 (Subúmido),ST-SB
64.0,3.0,6.0,7601.0,Parana,-23.21559263121681,-50.82906723705471,Urai,BSh,C2 (Subúmido),TR-SB
54.0,5.0,5.0,6701.0,Parana,-24.17218262850717,-50.24362405851169,Ventania,Cfa,B1,ST-SB
54.0,5.0,4.0,7801.0,Parana,-25.003483051150226,-53.921031276984905,Vera Cruz Do Oeste,Cfa,B2,ST-SB
54.0,5.0,3.0,6801.0,Parana,-25.877240801107416,-52.9612259540245,Vere,Cfa,B3,ST-SB
64.0,5.0,6.0,7701.0,Parana,-23.538200163674006,-53.825423663000905,Vila Alta,Cfa,C2 (Subúmido),TR-SB
54.0,5.0,4.0,6801.0,Parana,-25.408510330511586,-52.23643867180329,Virmond,Cfa,B2,ST-SB
44.0,6.0,3.0,6901.0,Parana,-26.277366280973933,-52.804056726626705,Vitorino,Cfb,B3,TE-SB
54.0,5.0,6.0,7601.0,Parana,-23.853952605059376,-49.78394445888914,Wenceslau Braz,Cfa,C2 (Subúmido),ST-SB
54.0,5.0,6.0,7601.0,Parana,-23.734814437800207,-53.59142981266087,Xambre,Cfa,C2 (Subúmido),ST-SB
